day_text,team_text,H_text,HR_text,S_text,ST_text,DU_text,ER_text,result_text,지점명,기온(°C),강수량(mm),습도(%)
7.1일,키움 히어로즈,8,2,0,9,0,0,승,대구,28.6,,46
7.1일,삼성 라이온즈,7,0,0,4,2,0,패,대구,28.6,,46
7.3화,한화 이글스,5,2,1,14,0,2,패,광주,24.5,,83
7.3화,KIA 타이거즈,14,1,2,5,1,0,승,광주,24.5,,83
7.3화,NC 다이노스,18,1,2,8,0,1,승,서울,21,16.5,92
7.3화,LG 트윈스,15,0,1,5,1,1,패,서울,21,16.5,92
7.3화,SK 와이번스,11,4,1,9,0,1,승,서울,21,16.5,92
7.3화,키움 히어로즈,8,1,0,9,2,0,패,서울,21,16.5,92
7.4수,한화 이글스,10,0,1,10,0,1,패,광주,25.2,,81
7.4수,KIA 타이거즈,11,0,0,7,2,1,승,광주,25.2,,81
7.4수,NC 다이노스,5,0,2,5,0,1,패,서울,24.9,,76
7.4수,LG 트윈스,13,3,0,4,0,0,승,서울,24.9,,76
7.4수,두산 베어스,13,1,0,6,0,0,승,부산,26.2,,69
7.4수,롯데 자이언츠,9,2,0,7,3,1,패,부산,26.2,,69
7.4수,SK 와이번스,15,1,1,8,2,0,패,서울,24.9,,76
7.4수,키움 히어로즈,13,1,2,8,0,0,승,서울,24.9,,76
7.4수,삼성 라이온즈,13,0,0,6,1,1,패,수원,24.7,,85
7.4수,kt wiz,13,0,0,3,1,1,승,수원,24.7,,85
7.5목,한화 이글스,13,1,3,6,1,0,승,광주,25.1,0.5,94
7.5목,KIA 타이거즈,5,0,0,9,2,0,패,광주,25.1,0.5,94
7.5목,NC 다이노스,13,0,0,8,0,1,승,서울,22.4,0.5,91
7.5목,LG 트윈스,7,0,0,9,2,0,패,서울,22.4,0.5,91
7.5목,두산 베어스,14,2,0,8,3,0,승,부산,24.8,0,89
7.5목,롯데 자이언츠,10,0,0,7,1,0,패,부산,24.8,0,89
7.5목,SK 와이번스,9,0,2,12,2,1,패,서울,22.4,0.5,91
7.5목,키움 히어로즈,6,1,0,10,2,0,승,서울,22.4,0.5,91
7.5목,삼성 라이온즈,6,1,2,11,2,0,무,수원,22.5,3,96
7.5목,kt wiz,9,1,1,13,0,0,무,수원,22.5,3,96
7.6금,한화 이글스,4,0,1,9,0,0,패,인천,20.8,1.2,95
7.6금,SK 와이번스,12,3,0,6,1,2,승,인천,20.8,1.2,95
7.6금,kt wiz,13,2,0,10,0,1,패,부산,23.2,,90
7.6금,롯데 자이언츠,18,1,0,1,2,1,승,부산,23.2,,90
7.6금,LG 트윈스,8,1,0,9,1,2,패,광주,23.8,0,93
7.6금,KIA 타이거즈,14,1,0,6,1,0,승,광주,23.8,0,93
7.6금,NC 다이노스,5,0,0,6,0,1,패,서울,19.9,2,88
7.6금,키움 히어로즈,8,1,1,5,1,0,승,서울,19.9,2,88
7.6금,삼성 라이온즈,11,1,0,3,0,1,패,서울,19.9,2,88
7.6금,두산 베어스,20,1,1,9,1,2,승,서울,19.9,2,88
7.7토,한화 이글스,8,1,2,6,0,0,패,인천,26.3,,61
7.7토,SK 와이번스,8,1,0,6,0,0,승,인천,26.3,,61
7.7토,kt wiz,15,3,1,5,1,1,승,부산,22.8,,67
7.7토,롯데 자이언츠,5,0,0,11,0,1,패,부산,22.8,,67
7.7토,LG 트윈스,14,3,0,5,0,0,승,광주,28.9,,58
7.7토,KIA 타이거즈,17,2,0,8,1,2,패,광주,28.9,,58
7.7토,NC 다이노스,12,2,0,8,3,0,패,서울,29.2,,47
7.7토,키움 히어로즈,10,0,0,6,0,2,승,서울,29.2,,47
7.7토,삼성 라이온즈,10,0,0,5,2,0,패,서울,29.2,,47
7.7토,두산 베어스,9,1,1,2,2,1,승,서울,29.2,,47
7.8일,한화 이글스,8,0,1,6,2,0,승,인천,26,,82
7.8일,SK 와이번스,6,2,0,7,0,0,패,인천,26,,82
7.8일,kt wiz,10,2,0,11,2,1,패,부산,23.7,,69
7.8일,롯데 자이언츠,13,3,1,7,1,0,승,부산,23.7,,69
7.8일,LG 트윈스,17,2,0,7,1,0,승,광주,27,,68
7.8일,KIA 타이거즈,5,0,2,4,2,0,패,광주,27,,68
7.8일,NC 다이노스,8,0,0,6,0,0,승,서울,28.7,,55
7.8일,키움 히어로즈,7,0,0,13,1,0,패,서울,28.7,,55
7.8일,삼성 라이온즈,19,0,1,3,0,1,승,서울,28.7,,55
7.8일,두산 베어스,11,0,0,10,0,0,패,서울,28.7,,55
7.10화,KIA 타이거즈,10,3,0,11,0,0,패,창원,24.8,,78
7.10화,NC 다이노스,7,1,2,7,0,1,승,창원,24.8,,78
7.10화,롯데 자이언츠,10,1,0,9,0,0,패,대구,27.3,,49
7.10화,삼성 라이온즈,9,1,1,9,1,0,승,대구,27.3,,49
7.10화,두산 베어스,6,1,0,8,2,0,패,수원,26.9,0,69
7.10화,kt wiz,10,3,0,7,1,0,승,수원,26.9,0,69
7.10화,SK 와이번스,16,1,3,7,1,1,승,서울,28,,49
7.10화,LG 트윈스,8,0,0,8,1,1,패,서울,28,,49
7.10화,키움 히어로즈,6,0,0,10,1,0,패,대전,26.2,0,74
7.10화,한화 이글스,10,1,1,8,0,0,승,대전,26.2,0,74
7.11수,KIA 타이거즈,3,1,1,8,1,3,패,창원,25.5,,90
7.11수,NC 다이노스,8,1,0,13,0,1,승,창원,25.5,,90
7.11수,롯데 자이언츠,9,1,1,9,1,1,패,대구,26.3,0.5,93
7.11수,삼성 라이온즈,10,1,1,10,1,0,승,대구,26.3,0.5,93
7.11수,두산 베어스,13,2,0,6,1,0,승,수원,24,,88
7.11수,kt wiz,6,0,0,8,1,0,패,수원,24,,88
7.11수,SK 와이번스,5,1,1,10,0,0,패,서울,24.2,,80
7.11수,LG 트윈스,7,1,0,5,0,0,승,서울,24.2,,80
7.11수,키움 히어로즈,15,6,0,9,0,3,승,대전,26.9,,83
7.11수,한화 이글스,15,0,0,7,0,1,패,대전,26.9,,83
7.12목,KIA 타이거즈,9,1,0,7,2,0,패,창원,26.8,,73
7.12목,NC 다이노스,6,2,0,6,0,0,승,창원,26.8,,73
7.12목,롯데 자이언츠,11,0,1,10,1,1,패,대구,30.3,,52
7.12목,삼성 라이온즈,13,1,2,5,0,1,승,대구,30.3,,52
7.12목,두산 베어스,8,1,0,5,1,0,패,수원,28,,72
7.12목,kt wiz,14,4,0,5,2,0,승,수원,28,,72
7.12목,SK 와이번스,9,1,3,6,1,0,승,서울,27.3,,62
7.12목,LG 트윈스,5,1,0,6,1,1,패,서울,27.3,,62
7.12목,키움 히어로즈,5,0,0,5,1,1,패,대전,28.1,,72
7.12목,한화 이글스,12,1,2,5,2,1,승,대전,28.1,,72
7.17화,한화 이글스,12,2,0,8,1,1,승,수원,28,,72
7.17화,kt wiz,8,1,2,7,1,1,패,수원,28,,72
7.17화,LG 트윈스,16,2,1,6,2,0,승,서울,27.9,,63
7.17화,키움 히어로즈,9,1,0,4,1,3,패,서울,27.9,,63
