day_text,team_text,H_text,HR_text,S_text,ST_text,DU_text,ER_text,result_text,location,temp,rain,humidity,score_text,
5.17,삼성 라이온즈,10,1,1,5,0,1,1,인천,20.9,0,53,5,
5.17,SK 와이번스,6,2,0,7,0,2,0,인천,20.9,0,53,2,
5.18,한화 이글스,9,1,0,7,0,0,0,서울,24.8,0,32,6,
5.18,키움 히어로즈,8,2,0,3,2,1,1,서울,24.8,0,32,8,
5.18,kt wiz,10,1,1,6,1,0,0,부산,21.8,0,59,4,
5.18,롯데 자이언츠,19,3,4,6,2,1,1,부산,21.8,0,59,11,
5.18,LG 트윈스,15,0,0,6,4,0,0,광주,26,0,39,4,
5.18,KIA 타이거즈,12,2,0,3,0,0,1,광주,26,0,39,9,
5.18,NC 다이노스,8,0,0,7,1,2,0,서울,24.8,0,32,4,
5.18,두산 베어스,7,1,2,6,0,0,1,서울,24.8,0,32,7,
5.18,삼성 라이온즈,3,0,0,11,0,0,0,인천,20.4,0,56,1,
5.18,SK 와이번스,12,1,1,5,2,1,1,인천,20.4,0,56,4,
5.19,롯데 자이언츠,11,2,0,5,0,1,1,서울,25,0,24,9,
5.19,LG 트윈스,9,1,1,8,1,1,0,서울,25,0,24,4,
5.19,두산 베어스,14,2,1,6,1,1,1,광주,26.7,0,32,7,
5.19,KIA 타이거즈,9,2,0,9,0,1,0,광주,26.7,0,32,6,
5.19,SK 와이번스,12,3,1,7,0,1,1,창원,25,0,42,11,
5.19,NC 다이노스,7,0,0,10,1,0,0,창원,25,0,42,1,
5.19,삼성 라이온즈,11,1,1,6,1,2,1,대전,27,0,27,6,
5.19,한화 이글스,8,0,0,10,2,0,0,대전,27,0,27,2,
5.19,키움 히어로즈,9,0,0,7,1,2,1,수원,22.6,0,31,4,
5.19,kt wiz,9,1,1,10,0,0,0,수원,22.6,0,31,3,
5.2,롯데 자이언츠,7,0,3,7,2,0,0,서울,24.3,0,30,2,
5.2,LG 트윈스,8,0,0,3,0,0,1,서울,24.3,0,30,3,
5.2,두산 베어스,15,1,1,3,3,0,1,광주,24.9,0,36,6,
5.2,KIA 타이거즈,8,0,0,2,3,0,0,광주,24.9,0,36,0,
5.2,SK 와이번스,4,0,1,10,0,0,0,창원,24.3,0,41,0,
5.2,NC 다이노스,6,0,0,8,1,0,1,창원,24.3,0,41,1,
5.2,삼성 라이온즈,14,2,1,6,1,1,1,대전,26.1,0,34,9,
5.2,한화 이글스,14,2,1,7,1,1,0,대전,26.1,0,34,8,
5.2,키움 히어로즈,15,3,1,10,2,0,1,수원,22.9,0,31,11,
5.2,kt wiz,8,1,0,9,1,1,0,수원,22.9,0,31,3,
5.21,롯데 자이언츠,7,0,0,5,0,0,0,서울,25.9,0,41,3,
5.21,LG 트윈스,7,0,0,8,0,0,1,서울,25.9,0,41,4,
5.21,두산 베어스,10,2,0,6,4,1,1,광주,26.1,0,38,7,
5.21,KIA 타이거즈,9,1,0,12,0,2,0,광주,26.1,0,38,3,
5.21,SK 와이번스,14,1,1,13,1,1,1,창원,23.4,0,53,9,
5.21,NC 다이노스,9,0,0,11,2,0,0,창원,23.4,0,53,4,
5.21,삼성 라이온즈,10,3,5,7,0,1,1,대전,26.3,0,40,8,
5.21,한화 이글스,14,2,0,11,1,1,0,대전,26.3,0,40,7,
5.21,키움 히어로즈,12,0,0,7,1,0,0,수원,23.1,0,44,4,
5.21,kt wiz,17,2,0,6,0,3,1,수원,23.1,0,44,13,
5.23,KIA 타이거즈,17,1,0,4,1,2,1,대전,24.5,0,55,13,
5.23,한화 이글스,15,2,0,6,1,1,0,대전,24.5,0,55,8,
5.23,kt wiz,18,3,0,8,0,0,1,대구,26.4,0,39,12,
5.23,삼성 라이온즈,6,0,0,8,0,0,0,대구,26.4,0,39,3,
5.23,NC 다이노스,17,1,0,4,2,1,1,서울,20,0,72,15,
5.23,키움 히어로즈,7,0,0,6,2,1,0,서울,20,0,72,4,
5.23,SK 와이번스,13,0,2,10,1,0,0,부산,21.6,0,64,6,
5.23,롯데 자이언츠,9,3,0,1,1,0,1,부산,21.6,0,64,7,
5.24,KIA 타이거즈,15,2,0,4,0,0,1,대전,25.6,0,52,9,
5.24,한화 이글스,6,1,0,3,0,0,0,대전,25.6,0,52,3,
5.24,kt wiz,13,2,0,8,1,0,1,대구,22.6,0,71,9,
5.24,삼성 라이온즈,13,1,1,7,1,1,0,대구,22.6,0,71,8,
5.24,NC 다이노스,14,0,0,5,2,0,1,서울,27,0,39,5,
5.24,키움 히어로즈,6,2,1,9,0,2,0,서울,27,0,39,4,
5.24,두산 베어스,6,1,0,6,0,0,1,서울,27,0,39,2,
5.24,LG 트윈스,6,0,2,8,0,1,0,서울,27,0,39,1,
5.24,SK 와이번스,8,3,0,8,2,0,0,부산,19,0,83,5,
5.24,롯데 자이언츠,12,1,0,7,1,0,1,부산,19,0,83,7,
5.25,KIA 타이거즈,8,0,2,10,1,1,1,대전,23.4,0,41,6,
5.25,한화 이글스,6,1,1,10,0,1,0,대전,23.4,0,41,4,
5.25,kt wiz,5,2,0,12,0,1,0,대구,29.1,0,20,4,
5.25,삼성 라이온즈,5,2,1,3,0,0,1,대구,29.1,0,20,6,
5.25,NC 다이노스,15,2,0,6,0,0,1,서울,22.2,0,29,13,
5.25,키움 히어로즈,4,0,0,6,3,1,0,서울,22.2,0,29,3,
5.25,두산 베어스,11,2,0,8,0,2,1,서울,22.2,0,29,9,
5.25,LG 트윈스,13,0,2,5,1,2,0,서울,22.2,0,29,7,
5.25,SK 와이번스,12,4,0,8,1,0,0,부산,23.3,0,52,6,
5.25,롯데 자이언츠,18,4,0,6,1,1,1,부산,23.3,0,52,17,
5.26,한화 이글스,15,0,0,10,0,2,0,창원,21.2,0,51,3,
5.26,NC 다이노스,11,0,2,4,1,0,1,창원,21.2,0,51,5,
5.26,kt wiz,18,0,1,11,2,0,1,서울,21.6,0,36,5,
5.26,두산 베어스,7,1,1,8,2,0,0,서울,21.6,0,36,3,
5.26,LG 트윈스,6,1,1,8,2,0,0,인천,19.5,0,51,1,
5.26,SK 와이번스,8,2,1,5,0,0,1,인천,19.5,0,51,6,
5.26,롯데 자이언츠,11,1,0,8,0,0,1,광주,19.5,0,34,8,
5.26,KIA 타이거즈,3,0,0,8,0,0,0,광주,19.5,0,34,2,
5.26,삼성 라이온즈,7,0,1,5,1,1,0,서울,21.6,0,36,3,
5.26,키움 히어로즈,20,1,2,3,1,2,1,서울,21.6,0,36,18,
5.27,한화 이글스,11,0,0,8,0,0,1,창원,22.2,0,43,6,
5.27,NC 다이노스,10,0,0,6,2,0,0,창원,22.2,0,43,1,
5.27,kt wiz,12,1,2,6,2,0,0,서울,23.7,0,29,4,
5.27,두산 베어스,14,1,1,5,2,1,1,서울,23.7,0,29,10,
5.27,LG 트윈스,5,1,0,6,2,1,0,인천,20.2,0,34,3,
5.27,SK 와이번스,9,2,0,6,2,1,1,인천,20.2,0,34,4,
5.27,롯데 자이언츠,10,0,0,2,2,2,0,광주,24.5,0,36,7,
5.27,KIA 타이거즈,17,2,0,6,0,1,1,광주,24.5,0,36,15,
5.27,삼성 라이온즈,7,1,0,5,0,0,0,서울,23.7,0,29,4,
5.27,키움 히어로즈,13,1,2,6,1,2,1,서울,23.7,0,29,7,
5.28,한화 이글스,12,1,2,8,0,0,1,창원,22,0,54,8,
5.28,NC 다이노스,8,0,0,10,1,1,0,창원,22,0,54,1,
5.28,kt wiz,8,0,0,5,2,0,0,서울,25.1,0,55,5,
5.28,두산 베어스,12,1,2,3,0,0,1,서울,25.1,0,55,9,
5.28,LG 트윈스,10,1,1,9,2,1,0,인천,21.8,0,70,2,
5.28,SK 와이번스,7,4,0,11,1,0,1,인천,21.8,0,70,5,
5.28,롯데 자이언츠,12,1,0,8,1,0,0,광주,26.5,0,37,4,
5.28,KIA 타이거즈,13,2,1,8,0,0,1,광주,26.5,0,37,8,
5.28,삼성 라이온즈,10,0,3,8,0,1,1,서울,25.1,0,55,3,
5.28,키움 히어로즈,12,0,0,10,3,1,0,서울,25.1,0,55,2,
5.3,KIA 타이거즈,17,2,0,10,1,0,1,창원,27.1,0,41,9,
5.3,NC 다이노스,10,0,0,3,1,1,0,창원,27.1,0,41,7,
5.3,롯데 자이언츠,7,0,1,5,2,0,1,대구,30.5,0,30,1,
5.3,삼성 라이온즈,5,0,0,4,2,0,0,대구,30.5,0,30,0,
5.3,두산 베어스,9,0,0,5,2,3,0,대전,28.8,0,40,2,
5.3,한화 이글스,12,0,1,6,2,0,1,대전,28.8,0,40,5,
5.3,SK 와이번스,9,1,2,8,0,0,1,수원,27.6,0,24,8,
5.3,kt wiz,8,1,0,14,1,0,0,수원,27.6,0,24,3,
5.3,키움 히어로즈,7,1,0,5,2,1,1,서울,28.7,0,8,3,
5.3,LG 트윈스,6,0,1,7,1,0,0,서울,28.7,0,8,1,
5.31,KIA 타이거즈,13,3,0,4,3,1,1,창원,23.3,0,76,10,
5.31,NC 다이노스,10,0,0,7,0,0,0,창원,23.3,0,76,2,
5.31,롯데 자이언츠,7,2,0,6,0,3,0,대구,27.8,0,37,4,
5.31,삼성 라이온즈,11,1,0,6,1,0,1,대구,27.8,0,37,11,
5.31,두산 베어스,5,0,0,7,1,1,0,대전,22.9,0,81,1,
5.31,한화 이글스,7,1,0,8,0,0,1,대전,22.9,0,81,3,
5.31,SK 와이번스,10,2,0,7,1,0,1,수원,25.8,0,55,8,
5.31,kt wiz,8,0,1,6,2,1,0,수원,25.8,0,55,2,
5.31,키움 히어로즈,8,0,0,6,1,0,0,서울,27.2,0,44,2,
5.31,LG 트윈스,13,0,2,4,1,2,1,서울,27.2,0,44,5,
6.1,KIA 타이거즈,11,1,0,7,2,1,0,창원,25.6,0,70,7,
6.1,NC 다이노스,10,2,1,6,0,2,1,창원,25.6,0,70,8,
6.1,롯데 자이언츠,6,0,0,2,1,2,0,대구,28.6,0,35,2,
6.1,삼성 라이온즈,13,1,1,7,0,0,1,대구,28.6,0,35,13,
6.1,두산 베어스,13,3,1,4,2,1,1,대전,25.2,0,55,8,
6.1,한화 이글스,11,2,0,2,0,0,0,대전,25.2,0,55,6,
6.1,SK 와이번스,13,3,1,8,0,1,1,수원,22.7,0,57,10,
6.1,kt wiz,8,1,0,6,1,0,0,수원,22.7,0,57,4,
6.1,키움 히어로즈,8,0,0,7,0,1,0,서울,26.3,0,32,1,
6.1,LG 트윈스,11,1,0,5,1,0,1,서울,26.3,0,32,6,
6.2,KIA 타이거즈,4,1,0,7,1,1,0,대구,22.3,0,44,1,
6.2,삼성 라이온즈,14,1,3,8,0,0,1,대구,22.3,0,44,5,
6.2,kt wiz,16,1,0,6,1,0,1,부산,18.7,0,69,11,
6.2,롯데 자이언츠,13,1,0,7,1,0,0,부산,18.7,0,69,8,
6.2,NC 다이노스,9,0,0,7,2,0,1,서울,23.5,0,32,4,
6.2,LG 트윈스,5,1,0,12,1,1,0,서울,23.5,0,32,1,
6.2,두산 베어스,16,1,0,5,3,0,1,서울,23.5,0,32,15,
6.2,키움 히어로즈,7,2,0,2,2,1,0,서울,23.5,0,32,4,
6.2,SK 와이번스,6,2,0,5,0,2,0,대전,25.9,0,25,4,
6.2,한화 이글스,13,0,1,4,0,0,1,대전,25.9,0,25,5,
6.3,KIA 타이거즈,10,1,2,8,1,1,0,대구,23.4,0,41,5,
6.3,삼성 라이온즈,13,3,1,9,1,2,1,대구,23.4,0,41,6,
6.3,kt wiz,16,0,1,8,1,1,1,부산,20.5,0,69,10,
6.3,롯데 자이언츠,8,0,0,6,1,1,0,부산,20.5,0,69,1,
6.3,NC 다이노스,11,0,2,7,1,1,1,서울,23.4,0,34,4,
6.3,LG 트윈스,7,0,0,7,0,0,0,서울,23.4,0,34,3,
6.3,두산 베어스,10,2,0,5,0,0,0,서울,23.4,0,34,5,
6.3,키움 히어로즈,16,1,1,4,2,0,1,서울,23.4,0,34,8,
6.3,SK 와이번스,6,2,0,8,1,2,1,대전,24.7,0,28,5,
6.3,한화 이글스,10,1,1,5,1,0,0,대전,24.7,0,28,2,
6.4,KIA 타이거즈,18,1,0,5,1,2,1,대구,24.6,0,34,13,
6.4,삼성 라이온즈,7,0,0,3,1,1,0,대구,24.6,0,34,3,
6.4,kt wiz,12,1,0,9,1,2,0,부산,21.7,0,44,8,
6.4,롯데 자이언츠,14,4,0,6,1,0,1,부산,21.7,0,44,14,
6.4,NC 다이노스,9,0,0,7,0,0,1,서울,25.6,0,21,6,
6.4,LG 트윈스,10,1,0,7,1,2,0,서울,25.6,0,21,5,
6.4,두산 베어스,16,2,0,6,2,0,1,서울,25.6,0,21,6,
6.4,키움 히어로즈,10,0,2,7,1,0,0,서울,25.6,0,21,1,
6.4,SK 와이번스,11,6,0,4,0,3,1,대전,27.2,0,26,7,
6.4,한화 이글스,8,0,0,4,1,0,0,대전,27.2,0,26,4,
6.6,삼성 라이온즈,18,1,0,8,0,1,1,서울,17.4,1,80,12,
6.6,두산 베어스,9,3,1,10,1,2,0,서울,17.4,1,80,10,
6.6,키움 히어로즈,9,3,0,3,2,1,0,인천,16.9,0,79,5,
6.6,SK 와이번스,7,1,1,5,1,0,1,인천,16.9,0,79,6,
6.6,롯데 자이언츠,7,1,1,9,0,0,1,창원,16.9,0,94,5,
6.6,NC 다이노스,8,2,1,11,1,2,0,창원,16.9,0,94,4,
6.7,한화 이글스,5,0,1,7,1,1,0,광주,17.1,0,94,0,
6.7,KIA 타이거즈,12,2,0,4,0,0,1,광주,17.1,0,94,7,
6.7,LG 트윈스,12,0,1,9,0,1,1,수원,18.3,0,92,11,
6.7,kt wiz,12,0,3,7,1,1,0,수원,18.3,0,92,7,
6.7,롯데 자이언츠,11,1,0,6,1,0,0,창원,22,0,82,4,
6.7,NC 다이노스,16,3,2,7,0,1,1,창원,22,0,82,12,
6.7,삼성 라이온즈,10,1,0,9,0,1,0,서울,18.7,0,81,7,
6.7,두산 베어스,13,2,2,8,0,1,1,서울,18.7,0,81,9,
6.7,키움 히어로즈,12,0,2,9,2,1,1,인천,19.1,0,78,6,
6.7,SK 와이번스,9,2,0,8,1,1,0,인천,19.1,0,78,2,
6.8,한화 이글스,11,0,0,4,2,1,0,광주,25,0,54,4,
6.8,KIA 타이거즈,13,2,0,7,0,0,1,광주,25,0,54,8,
6.8,LG 트윈스,8,0,0,4,1,0,1,수원,22.1,0,69,5,
6.8,kt wiz,10,1,0,14,0,0,0,수원,22.1,0,69,4,
6.8,롯데 자이언츠,5,0,0,5,1,1,0,창원,28,0,27,0,
6.8,NC 다이노스,20,4,1,8,0,0,1,창원,28,0,27,16,
6.8,삼성 라이온즈,6,1,2,10,1,0,0,서울,23.1,0,51,3,
6.8,두산 베어스,6,1,0,4,1,0,1,서울,23.1,0,51,4,
6.8,키움 히어로즈,12,0,0,5,0,0,1,인천,19.9,0,71,6,
6.8,SK 와이번스,6,0,1,12,0,1,0,인천,19.9,0,71,2,
6.9,kt wiz,7,2,2,12,1,1,0,창원,24.6,0,59,5,
6.9,NC 다이노스,12,0,2,9,0,0,1,창원,24.6,0,59,6,
6.9,두산 베어스,7,0,0,7,0,0,1,부산,24.2,0,56,4,
6.9,롯데 자이언츠,5,0,1,11,0,1,0,부산,24.2,0,56,0,
6.9,SK 와이번스,8,0,0,10,1,0,0,서울,23.2,0,62,1,
6.9,LG 트윈스,6,0,0,9,0,0,1,서울,23.2,0,62,3,
6.9,삼성 라이온즈,13,1,0,6,0,0,1,대전,25.8,0,36,8,
6.9,한화 이글스,10,1,3,4,0,0,0,대전,25.8,0,36,5,
6.9,키움 히어로즈,11,2,0,8,2,0,1,광주,27,0,34,7,
6.9,KIA 타이거즈,14,1,0,5,0,1,0,광주,27,0,34,5,
6.1,kt wiz,4,0,0,6,0,2,0,창원,22.7,0,86,1,
6.1,NC 다이노스,6,0,2,4,0,0,1,창원,22.7,0,86,4,
6.1,두산 베어스,9,4,0,5,2,3,0,부산,20.4,0,44,6,
6.1,롯데 자이언츠,15,1,1,8,1,0,1,부산,20.4,0,44,7,
6.1,SK 와이번스,7,2,1,3,1,1,1,서울,27.2,0,18,4,
6.1,LG 트윈스,9,0,1,8,0,2,0,서울,27.2,0,18,3,
6.1,삼성 라이온즈,9,0,0,5,2,1,0,대전,26.2,0,50,2,
6.1,한화 이글스,11,0,1,4,1,0,1,대전,26.2,0,50,10,
6.1,키움 히어로즈,13,1,0,6,0,0,1,광주,25.1,0,76,8,
6.1,KIA 타이거즈,12,1,0,3,1,0,0,광주,25.1,0,76,4,
6.11,kt wiz,8,0,0,8,2,0,0,창원,22.2,0,54,0,
6.11,NC 다이노스,7,1,0,4,1,1,1,창원,22.2,0,54,5,
6.11,두산 베어스,9,1,0,8,0,2,0,부산,20.8,0,57,4,
6.11,롯데 자이언츠,12,1,0,5,0,2,1,부산,20.8,0,57,7,
6.11,SK 와이번스,4,1,0,9,0,1,0,서울,28.3,0,24,1,
6.11,LG 트윈스,18,0,0,6,0,0,1,서울,28.3,0,24,19,
6.11,삼성 라이온즈,11,1,0,9,0,1,1,대전,28.7,0,25,7,
6.11,한화 이글스,8,1,0,4,2,0,0,대전,28.7,0,25,4,
6.11,키움 히어로즈,3,0,0,6,1,1,0,광주,26.5,0,38,2,
6.11,KIA 타이거즈,13,1,1,5,1,2,1,광주,26.5,0,38,6,
6.13,한화 이글스,17,0,0,7,1,0,1,인천,20.5,0,74,11,
6.13,SK 와이번스,12,3,0,7,1,0,0,인천,20.5,0,74,8,
6.13,KIA 타이거즈,10,1,0,6,2,1,1,부산,19.1,0,72,10,
6.13,롯데 자이언츠,12,1,0,8,1,1,0,부산,19.1,0,72,7,
6.13,kt wiz,6,0,0,8,0,1,0,대구,25.8,0,38,0,
6.13,삼성 라이온즈,9,0,3,6,1,1,1,대구,25.8,0,38,4,
6.13,LG 트윈스,11,1,0,5,2,0,0,서울,22.8,0,61,4,
6.13,두산 베어스,10,2,0,6,0,0,1,서울,22.8,0,61,7,
6.13,NC 다이노스,17,0,0,4,2,1,1,서울,22.8,0,61,14,
6.13,키움 히어로즈,5,0,1,10,0,1,0,서울,22.8,0,61,5,
6.14,한화 이글스,6,2,1,7,1,1,0,인천,21,0,75,3,
6.14,SK 와이번스,6,2,0,13,1,1,1,인천,21,0,75,6,
6.14,KIA 타이거즈,11,1,1,6,1,0,1,부산,21.1,0,71,6,
6.14,롯데 자이언츠,6,1,0,10,0,1,0,부산,21.1,0,71,3,
6.14,kt wiz,10,0,1,7,0,0,1,대구,28.3,0,35,7,
6.14,삼성 라이온즈,9,1,4,8,0,2,0,대구,28.3,0,35,5,
6.14,LG 트윈스,9,1,1,8,2,0,1,서울,25.2,0,46,5,
6.14,두산 베어스,7,0,0,7,1,0,0,서울,25.2,0,46,1,
6.14,NC 다이노스,15,1,2,6,2,0,0,서울,25.2,0,46,4,
6.14,키움 히어로즈,15,4,0,9,0,0,1,서울,25.2,0,46,8,
6.15,한화 이글스,8,0,0,5,1,0,0,인천,21.9,0,73,3,
6.15,SK 와이번스,11,2,0,7,1,1,1,인천,21.9,0,73,4,
6.15,KIA 타이거즈,12,1,1,11,0,0,1,부산,24.2,0,58,7,
6.15,롯데 자이언츠,14,3,0,3,1,0,0,부산,24.2,0,58,5,
6.15,kt wiz,8,0,0,3,1,2,0,대구,31.3,0,32,2,
6.15,삼성 라이온즈,8,1,1,7,1,0,1,대구,31.3,0,32,6,
6.15,LG 트윈스,18,2,0,7,0,0,1,서울,27.4,0,45,12,
6.15,두산 베어스,11,1,1,10,0,3,0,서울,27.4,0,45,6,
6.15,NC 다이노스,15,0,0,5,0,1,1,서울,27.4,0,45,9,
6.15,키움 히어로즈,12,1,1,4,2,0,0,서울,27.4,0,45,8,
6.16,한화 이글스,19,6,0,4,2,2,1,수원,27.6,0,52,15,
6.16,kt wiz,18,2,1,5,0,1,0,수원,27.6,0,52,14,
6.16,LG 트윈스,14,2,0,8,0,1,1,광주,30.5,0,37,9,
6.16,KIA 타이거즈,12,1,0,8,1,1,0,광주,30.5,0,37,8,
6.16,롯데 자이언츠,5,1,0,6,3,0,0,서울,29.1,0,49,1,
6.16,키움 히어로즈,5,0,0,7,0,0,1,서울,29.1,0,49,2,
6.16,NC 다이노스,15,0,1,6,1,1,1,서울,29.1,0,49,11,
6.16,두산 베어스,11,1,0,7,1,0,0,서울,29.1,0,49,5,
6.16,SK 와이번스,7,1,0,3,0,1,1,대구,24.8,0,54,2,
6.16,삼성 라이온즈,6,1,0,11,0,0,0,대구,24.8,0,54,1,
6.17,한화 이글스,12,3,1,12,0,0,1,수원,25.8,0,43,9,
6.17,kt wiz,6,1,0,2,2,0,0,수원,25.8,0,43,1,
6.17,LG 트윈스,9,1,0,11,0,0,0,광주,28.2,0,46,3,
6.17,KIA 타이거즈,7,1,2,2,0,0,1,광주,28.2,0,46,4,
6.17,롯데 자이언츠,2,1,0,7,1,0,0,서울,26.9,0,42,2,
6.17,키움 히어로즈,10,2,0,7,1,0,1,서울,26.9,0,42,8,
6.17,NC 다이노스,9,0,0,6,1,0,0,서울,26.9,0,42,4,
6.17,두산 베어스,17,2,1,4,1,0,1,서울,26.9,0,42,14,
6.17,SK 와이번스,17,2,0,4,1,0,1,대구,30,0,44,14,
6.17,삼성 라이온즈,14,0,1,4,0,0,0,대구,30,0,44,10,
6.18,한화 이글스,18,5,2,7,2,2,1,수원,26.2,0,48,13,
6.18,kt wiz,11,1,2,6,1,1,0,수원,26.2,0,48,5,
6.18,LG 트윈스,18,3,1,4,0,1,1,광주,30,0,36,16,
6.18,KIA 타이거즈,9,3,0,9,0,2,0,광주,30,0,36,8,
6.18,롯데 자이언츠,11,2,0,10,1,0,0,서울,28,0,33,3,
6.18,키움 히어로즈,16,0,3,11,1,0,1,서울,28,0,33,14,
6.18,NC 다이노스,17,1,2,4,1,2,0,서울,28,0,33,11,
6.18,두산 베어스,16,2,0,6,0,4,1,서울,28,0,33,13,
6.18,SK 와이번스,12,3,0,5,1,3,0,대구,30.6,0,43,5,
6.18,삼성 라이온즈,9,2,0,1,1,0,1,대구,30.6,0,43,7,
6.2,롯데 자이언츠,16,1,0,6,1,2,1,수원,27.1,0,43,10,
6.2,kt wiz,10,0,2,4,2,0,0,수원,27.1,0,43,2,
6.2,NC 다이노스,7,0,0,4,2,0,0,인천,24.9,0,42,1,
6.2,SK 와이번스,7,3,0,5,0,1,1,인천,24.9,0,42,7,
6.2,삼성 라이온즈,7,2,0,2,0,1,0,서울,27.8,0,41,3,
6.2,LG 트윈스,12,0,0,8,1,0,1,서울,27.8,0,41,5,
6.2,키움 히어로즈,9,1,1,9,2,0,0,대전,29.4,0,37,5,
6.2,한화 이글스,9,1,0,5,0,0,1,대전,29.4,0,37,6,
6.21,롯데 자이언츠,13,3,2,8,0,1,1,수원,25.1,0,56,10,
6.21,kt wiz,7,1,0,4,0,2,0,수원,25.1,0,56,4,
6.21,NC 다이노스,5,1,1,3,1,1,1,인천,23.9,0,68,2,
6.21,SK 와이번스,8,0,0,1,1,1,0,인천,23.9,0,68,1,
6.21,두산 베어스,15,1,0,8,0,0,0,광주,25.4,0,68,8,
6.21,KIA 타이거즈,20,1,1,6,1,1,1,광주,25.4,0,68,20,
6.21,삼성 라이온즈,9,2,2,5,0,0,1,서울,27,0,49,10,
6.21,LG 트윈스,7,0,1,8,1,3,0,서울,27,0,49,3,
6.21,키움 히어로즈,9,0,1,10,2,0,1,대전,27.1,0,57,6,
6.21,한화 이글스,6,1,1,7,1,1,0,대전,27.1,0,57,5,
6.22,롯데 자이언츠,8,1,1,9,1,2,0,수원,27.5,0,43,3,
6.22,kt wiz,15,1,1,5,2,1,1,수원,27.5,0,43,10,
6.22,NC 다이노스,10,3,0,6,0,0,0,인천,25.3,0,64,6,
6.22,SK 와이번스,10,3,0,10,0,0,1,인천,25.3,0,64,13,
6.22,두산 베어스,11,1,0,9,0,0,0,광주,29,0,57,5,
6.22,KIA 타이거즈,18,2,0,4,0,1,1,광주,29,0,57,11,
6.22,삼성 라이온즈,11,1,1,10,1,1,1,서울,29,0,38,5,
6.22,LG 트윈스,8,0,0,5,0,1,0,서울,29,0,38,1,
6.22,키움 히어로즈,20,2,1,7,2,1,0,대전,31.6,0,35,12,
6.22,한화 이글스,16,5,0,8,0,0,1,대전,31.6,0,35,13,
6.23,한화 이글스,6,0,0,8,1,0,0,대구,30.1,0,40,3,
6.23,삼성 라이온즈,10,0,0,3,1,0,1,대구,30.1,0,40,5,
6.23,KIA 타이거즈,9,0,0,8,2,1,0,창원,24.8,0,70,1,
6.23,NC 다이노스,11,0,1,6,2,1,1,창원,24.8,0,70,4,
6.23,kt wiz,6,0,2,5,0,2,0,인천,26.1,0,57,2,
6.23,SK 와이번스,5,3,0,7,1,0,1,인천,26.1,0,57,4,
6.23,LG 트윈스,10,1,0,12,0,0,0,서울,29.2,0,44,3,
6.23,키움 히어로즈,14,0,1,11,0,1,1,서울,29.2,0,44,8,
6.23,롯데 자이언츠,7,0,0,5,1,0,0,서울,29.2,0,44,1,
6.23,두산 베어스,12,3,0,7,0,0,1,서울,29.2,0,44,9,
6.24,한화 이글스,8,1,0,3,3,2,0,대구,28.5,0,44,2,
6.24,삼성 라이온즈,11,3,0,4,0,0,1,대구,28.5,0,44,8,
6.24,KIA 타이거즈,8,0,0,4,3,1,0,창원,24.1,0,84,1,
6.24,NC 다이노스,7,1,1,5,1,0,1,창원,24.1,0,84,6,
6.24,kt wiz,5,0,0,7,1,0,0,인천,22.6,0,65,1,
6.24,SK 와이번스,7,1,0,6,0,0,1,인천,22.6,0,65,2,
6.24,LG 트윈스,12,1,0,8,3,0,1,서울,24.7,0,64,8,
6.24,키움 히어로즈,8,0,0,5,1,3,0,서울,24.7,0,64,2,
6.24,롯데 자이언츠,13,0,0,7,2,1,1,서울,24.7,0,64,8,
6.24,두산 베어스,9,0,0,5,2,0,0,서울,24.7,0,64,4,
6.25,KIA 타이거즈,6,2,1,7,0,0,0,창원,22.7,0,90,7,
6.25,NC 다이노스,10,2,1,6,1,1,1,창원,22.7,0,90,7,
6.25,kt wiz,11,2,0,7,1,1,0,인천,26.3,0,52,6,
6.25,SK 와이번스,9,2,0,6,0,1,1,인천,26.3,0,52,9,
6.25,LG 트윈스,8,1,2,12,0,0,0,서울,25.5,0,71,6,
6.25,키움 히어로즈,11,0,0,6,2,1,1,서울,25.5,0,71,7,
6.25,롯데 자이언츠,11,2,1,6,0,0,1,서울,25.5,0,71,2,
6.25,두산 베어스,8,0,1,4,2,2,0,서울,25.5,0,71,4,
6.27,kt wiz,7,0,1,7,1,1,0,대전,28.2,0,58,4,
6.27,한화 이글스,11,1,0,10,1,1,1,대전,28.2,0,58,2,
6.27,LG 트윈스,15,1,1,8,1,2,0,부산,23.3,0,73,1,
6.27,롯데 자이언츠,19,2,1,11,3,1,1,부산,23.3,0,73,4,
6.27,SK 와이번스,5,1,0,7,0,1,1,서울,27.3,0,65,10,
6.27,두산 베어스,10,1,2,10,1,1,0,서울,27.3,0,65,11,
6.27,삼성 라이온즈,9,1,2,5,1,2,0,광주,26.3,0,70,5,
6.27,KIA 타이거즈,14,0,0,4,0,1,1,광주,26.3,0,70,1,
6.27,키움 히어로즈,7,0,0,5,2,1,0,창원,23.2,0,80,4,
6.27,NC 다이노스,11,3,0,9,0,0,1,창원,23.2,0,80,11,
6.28,kt wiz,10,2,0,7,0,2,1,대전,29.8,0,57,5,
6.28,한화 이글스,12,0,0,8,1,1,0,대전,29.8,0,57,4,
6.28,SK 와이번스,10,0,0,5,0,0,1,서울,28.8,0,54,3,
6.28,두산 베어스,8,0,1,10,0,0,0,서울,28.8,0,54,0,
6.28,삼성 라이온즈,10,1,0,10,0,2,0,광주,27.1,0,75,4,
6.28,KIA 타이거즈,20,2,0,4,0,0,1,광주,27.1,0,75,13,
