day_text,team_text,H_text,HR_text,S_text,ST_text,DU_text,ER_text,result_text,location,temp,rain,humidity,score_text
8.16,kt wiz,7,0,0,12,0,0,0,서울,25.4,0,73,1
8.16,LG 트윈스,7,1,0,2,0,0,1,서울,25.4,0,73,2
8.16,NC 다이노스,6,1,1,4,0,0,0,광주,28.9,0,70,3
8.16,KIA 타이거즈,7,1,3,7,0,1,1,광주,28.9,0,70,4
8.16,두산 베어스,8,0,0,4,2,1,0,부산,26.2,0,87,2
8.16,롯데 자이언츠,7,3,1,10,1,0,1,부산,26.2,0,87,4
8.16,SK 와이번스,10,1,1,9,2,0,0,대전,27.6,0,85,5
8.16,한화 이글스,12,0,0,5,1,0,1,대전,27.6,0,85,8
8.16,키움 히어로즈,11,0,2,11,0,1,1,대구,27.7,0,73,6
8.16,삼성 라이온즈,9,0,0,8,0,1,0,대구,27.7,0,73,5
8.17,한화 이글스,6,0,0,5,1,0,0,창원,27,0,90,1
8.17,NC 다이노스,5,0,0,5,1,2,1,창원,27,0,90,3
8.17,KIA 타이거즈,8,0,0,9,4,1,0,서울,27.3,0,70,1
8.17,두산 베어스,8,0,0,6,2,0,1,서울,27.3,0,70,4
8.17,LG 트윈스,6,1,0,4,1,0,0,인천,27,0,74,1
8.17,SK 와이번스,11,1,0,4,1,1,1,인천,27,0,74,6
8.17,롯데 자이언츠,10,1,2,6,2,0,1,서울,27.3,0,70,5
8.17,키움 히어로즈,8,0,0,10,0,1,0,서울,27.3,0,70,3
8.17,삼성 라이온즈,11,0,3,7,2,0,1,수원,28.3,0,74,6
8.17,kt wiz,8,2,0,9,1,2,0,수원,28.3,0,74,4
8.18,한화 이글스,19,2,0,6,1,1,1,창원,27.4,0,89,14
8.18,NC 다이노스,12,1,1,8,0,3,0,창원,27.4,0,89,9
8.18,KIA 타이거즈,6,1,0,6,1,1,0,서울,29.3,0,62,1
8.18,두산 베어스,7,1,0,3,1,0,1,서울,29.3,0,62,2
8.18,LG 트윈스,9,1,0,11,0,1,0,인천,27.4,0,68,2
8.18,SK 와이번스,13,3,0,6,0,2,1,인천,27.4,0,68,8
8.18,롯데 자이언츠,9,1,0,14,1,0,1,서울,29.3,0,62,8
8.18,키움 히어로즈,15,1,0,11,1,0,0,서울,29.3,0,62,5
8.18,삼성 라이온즈,9,1,1,5,2,0,1,수원,28.3,0,69,5
8.18,kt wiz,3,1,0,7,1,0,0,수원,28.3,0,69,1
8.19,롯데 자이언츠,6,0,0,11,0,0,0,대전,25,0,97,0
8.19,한화 이글스,5,1,0,4,0,0,1,대전,25,0,97,2
8.19,NC 다이노스,8,0,1,12,0,1,0,서울,27.9,0,67,3
8.19,키움 히어로즈,8,0,0,7,2,1,1,서울,27.9,0,67,4
8.19,두산 베어스,15,4,0,1,2,0,1,수원,27.5,0,79,10
8.19,kt wiz,9,1,0,11,0,0,0,수원,27.5,0,79,4
8.19,SK 와이번스,20,3,1,3,0,0,1,광주,28.2,0,82,13
8.19,KIA 타이거즈,5,0,0,8,0,0,0,광주,28.2,0,82,1
8.19,삼성 라이온즈,10,0,2,4,0,3,0,서울,27.9,0,67,4
8.19,LG 트윈스,11,0,1,13,0,0,1,서울,27.9,0,67,6
8.2,롯데 자이언츠,8,2,0,3,0,2,1,대전,27.9,0,79,4
8.2,한화 이글스,10,0,3,8,0,0,0,대전,27.9,0,79,3
8.2,NC 다이노스,10,2,0,6,0,0,1,서울,23.8,1,91,4
8.2,키움 히어로즈,9,2,0,11,0,0,0,서울,23.8,1,91,3
8.2,두산 베어스,5,1,1,6,0,1,0,수원,24.6,3.2,98,1
8.2,kt wiz,5,1,0,2,1,0,1,수원,24.6,3.2,98,2
8.22,한화 이글스,7,1,0,6,0,0,1,수원,28.8,0,74,3
8.22,kt wiz,7,1,2,7,0,0,0,수원,28.8,0,74,2
8.22,롯데 자이언츠,13,2,0,2,1,1,1,광주,27.6,0,95,7
8.22,KIA 타이거즈,6,0,1,7,2,1,0,광주,27.6,0,95,3
8.22,NC 다이노스,9,1,1,7,0,2,1,서울,30.9,0,53,4
8.22,LG 트윈스,8,0,0,10,2,1,0,서울,30.9,0,53,3
8.22,두산 베어스,15,2,0,5,2,1,1,인천,28.5,0,70,10
8.22,SK 와이번스,13,2,1,9,0,1,0,인천,28.5,0,70,6
8.22,삼성 라이온즈,15,1,0,7,2,1,0,서울,30.9,0,53,5
8.22,키움 히어로즈,14,2,1,6,1,1,1,서울,30.9,0,53,11
8.23,한화 이글스,11,2,1,11,0,0,1,수원,29.3,0,85,10
8.23,kt wiz,20,0,0,11,1,3,0,수원,29.3,0,85,9
8.23,롯데 자이언츠,11,1,1,7,2,1,1,광주,31.2,0,75,7
8.23,KIA 타이거즈,8,1,2,8,1,0,0,광주,31.2,0,75,5
8.23,NC 다이노스,5,2,0,10,0,1,0,서울,28.8,0,79,3
8.23,LG 트윈스,15,0,0,5,1,0,1,서울,28.8,0,79,9
8.23,두산 베어스,10,1,0,4,1,0,1,인천,27.4,0,94,4
8.23,SK 와이번스,5,0,0,5,2,0,0,인천,27.4,0,94,1
8.23,삼성 라이온즈,8,0,0,10,0,2,0,서울,28.8,0,79,1
8.23,키움 히어로즈,13,0,0,5,1,0,1,서울,28.8,0,79,5
8.24,kt wiz,4,0,1,13,0,2,0,창원,30.9,0,80,1
8.24,NC 다이노스,9,1,0,8,2,2,1,창원,30.9,0,80,7
8.24,LG 트윈스,3,0,1,9,0,3,0,부산,29.9,0,71,0
8.24,롯데 자이언츠,15,2,2,6,0,0,1,부산,29.9,0,71,11
8.24,SK 와이번스,9,4,1,10,0,0,1,대구,33.2,0,53,9
8.24,삼성 라이온즈,15,1,0,5,1,0,0,대구,33.2,0,53,7
8.24,키움 히어로즈,8,0,0,12,0,0,0,서울,26.9,0,79,5
8.24,두산 베어스,10,2,0,8,0,0,1,서울,26.9,0,79,6
8.25,KIA 타이거즈,7,0,1,10,1,1,0,대전,29.9,0,50,3
8.25,한화 이글스,10,1,0,6,0,1,1,대전,29.9,0,50,6
8.25,kt wiz,13,0,1,10,0,0,0,창원,28,0,85,5
8.25,NC 다이노스,11,1,2,7,0,0,1,창원,28,0,85,7
8.25,LG 트윈스,6,0,0,7,1,2,0,부산,26.5,0,79,2
8.25,롯데 자이언츠,9,1,3,8,1,0,1,부산,26.5,0,79,8
8.25,SK 와이번스,14,2,1,8,0,3,1,대구,31.3,0,32,7
8.25,삼성 라이온즈,7,2,0,8,1,0,0,대구,31.3,0,32,5
8.25,키움 히어로즈,7,1,1,10,2,1,0,서울,28.6,0,35,3
8.25,두산 베어스,10,2,1,10,0,1,1,서울,28.6,0,35,4
8.26,한화 이글스,5,0,1,9,0,0,0,인천,26.2,0,48,1
8.26,SK 와이번스,5,0,0,6,1,0,1,인천,26.2,0,48,2
8.26,KIA 타이거즈,17,1,1,8,1,3,1,창원,27.7,0,58,8
8.26,NC 다이노스,14,2,0,7,1,0,0,창원,27.7,0,58,7
8.26,kt wiz,14,3,1,5,3,3,0,대구,28.9,0,29,8
8.26,삼성 라이온즈,16,3,0,5,1,0,1,대구,28.9,0,29,14
8.26,LG 트윈스,13,0,1,5,1,3,0,서울,28,0,39,4
8.26,두산 베어스,7,0,0,4,1,1,1,서울,28,0,39,5
8.26,키움 히어로즈,6,0,1,9,2,0,0,부산,26.6,0,36,1
8.26,롯데 자이언츠,12,2,0,5,2,0,1,부산,26.6,0,36,6
8.27,한화 이글스,5,1,1,8,0,4,0,인천,24.1,0,69,2
8.27,SK 와이번스,6,1,2,5,0,0,1,인천,24.1,0,69,4
8.27,KIA 타이거즈,11,3,0,6,1,1,0,창원,26.6,0,64,4
8.27,NC 다이노스,7,0,1,8,0,1,1,창원,26.6,0,64,5
8.27,kt wiz,8,2,1,10,0,0,1,대구,28,0,44,3
8.27,삼성 라이온즈,4,0,1,8,0,0,0,대구,28,0,44,2
8.27,키움 히어로즈,14,3,0,7,0,0,1,부산,26,0,57,9
8.27,롯데 자이언츠,13,5,1,8,1,1,0,부산,26,0,57,8
8.29,KIA 타이거즈,13,1,1,6,2,1,1,대구,28.3,0,28,10
8.29,삼성 라이온즈,15,2,0,10,0,1,0,대구,28.3,0,28,9
8.29,LG 트윈스,6,2,1,8,0,2,0,대전,22.5,0,50,4
8.29,한화 이글스,16,1,0,6,1,0,1,대전,22.5,0,50,8
8.29,롯데 자이언츠,10,1,0,7,0,0,0,서울,22.5,0,34,5
8.29,두산 베어스,10,1,0,5,0,0,1,서울,22.5,0,34,7
8.29,NC 다이노스,24,0,1,6,1,0,1,수원,21.5,0,37,13
8.29,kt wiz,8,0,0,4,2,0,0,수원,21.5,0,37,2
8.29,SK 와이번스,8,0,0,11,0,1,0,서울,22.5,0,34,4
8.29,키움 히어로즈,16,1,0,10,1,0,1,서울,22.5,0,34,8
8.3,KIA 타이거즈,9,1,3,6,2,0,1,대구,23,0,46,5
8.3,삼성 라이온즈,7,0,1,8,1,0,0,대구,23,0,46,1
8.3,LG 트윈스,9,0,0,4,2,0,1,대전,20.3,0,74,6
8.3,한화 이글스,11,1,0,11,0,1,0,대전,20.3,0,74,5
8.3,롯데 자이언츠,8,2,1,8,2,0,1,서울,23.3,0,61,5
8.3,두산 베어스,7,0,1,8,0,0,0,서울,23.3,0,61,2
8.3,NC 다이노스,12,2,0,5,0,0,0,수원,22,0,66,5
8.3,kt wiz,11,2,1,10,0,0,1,수원,22,0,66,9
8.3,SK 와이번스,6,0,0,7,1,2,0,서울,23.3,0,61,0
8.3,키움 히어로즈,12,1,1,4,1,0,1,서울,23.3,0,61,10
8.31,kt wiz,4,0,0,1,0,0,0,대전,24.9,0,55,1
8.31,한화 이글스,16,1,0,4,0,0,1,대전,24.9,0,55,10
8.31,NC 다이노스,9,4,0,5,0,0,0,부산,24.3,0,52,5
8.31,롯데 자이언츠,12,0,1,7,0,0,1,부산,24.3,0,52,8
8.31,두산 베어스,11,0,0,6,1,1,0,광주,25.9,0,57,4
8.31,KIA 타이거즈,12,1,0,4,0,0,1,광주,25.9,0,57,9
8.31,삼성 라이온즈,11,2,0,3,0,1,0,인천,24.7,0,50,4
8.31,SK 와이번스,11,1,1,5,2,0,1,인천,24.7,0,50,5
8.31,키움 히어로즈,5,1,0,10,1,1,1,서울,26.1,0,42,5
8.31,LG 트윈스,6,2,1,11,0,0,0,서울,26.1,0,42,3
9.1,kt wiz,10,2,1,8,0,0,1,대전,26.5,0,55,6
9.1,한화 이글스,4,1,0,12,0,0,0,대전,26.5,0,55,1
9.1,NC 다이노스,4,1,0,6,1,1,0,부산,23.3,0,58,1
9.1,롯데 자이언츠,8,1,0,8,0,0,1,부산,23.3,0,58,6
9.1,두산 베어스,8,0,0,9,1,2,0,광주,28.1,0,41,3
9.1,KIA 타이거즈,11,2,1,1,2,0,1,광주,28.1,0,41,5
9.1,삼성 라이온즈,12,0,0,5,0,1,0,인천,24.8,0,61,7
9.1,SK 와이번스,11,1,0,6,0,1,1,인천,24.8,0,61,8
9.1,키움 히어로즈,5,1,0,5,1,2,0,서울,27.5,0,40,2
9.1,LG 트윈스,8,1,0,6,0,1,1,서울,27.5,0,40,6
9.2,한화 이글스,7,0,1,8,0,0,0,부산,23.6,0,54,0
9.2,롯데 자이언츠,15,2,0,10,1,0,1,부산,23.6,0,54,9
9.2,KIA 타이거즈,10,1,1,9,0,1,1,서울,27.6,0,54,7
9.2,키움 히어로즈,10,1,1,9,1,1,0,서울,27.6,0,54,4
9.2,LG 트윈스,3,0,0,11,1,0,0,창원,24.9,0,61,0
9.2,NC 다이노스,9,0,1,7,1,0,1,창원,24.9,0,61,6
9.2,SK 와이번스,16,7,0,10,0,1,1,수원,25.7,0,58,15
9.2,kt wiz,10,1,0,10,0,1,0,수원,25.7,0,58,7
9.2,삼성 라이온즈,9,1,2,4,1,0,1,서울,27.6,0,54,3
9.2,두산 베어스,4,1,1,14,1,0,0,서울,27.6,0,54,2
9.3,한화 이글스,7,1,0,6,1,1,0,부산,23.7,0,64,2
9.3,롯데 자이언츠,11,1,2,5,3,0,1,부산,23.7,0,64,7
9.3,KIA 타이거즈,15,1,2,7,0,0,0,서울,26.6,0,59,7
9.3,키움 히어로즈,9,0,0,7,1,2,1,서울,26.6,0,59,8
9.3,LG 트윈스,5,0,0,4,3,1,0,창원,24.9,0,64,0
9.3,NC 다이노스,11,2,0,2,1,1,1,창원,24.9,0,64,5
9.3,SK 와이번스,14,0,0,9,1,0,0,수원,25.8,0,58,5
9.3,kt wiz,21,2,0,6,0,0,1,수원,25.8,0,58,13
9.3,삼성 라이온즈,6,0,1,7,0,0,0,서울,26.6,0,59,1
9.3,두산 베어스,10,0,0,5,0,1,1,서울,26.6,0,59,7
9.5,KIA 타이거즈,6,1,1,10,0,0,0,서울,23,0,62,3
9.5,LG 트윈스,9,1,0,9,1,1,1,서울,23,0,62,4
9.5,롯데 자이언츠,7,1,0,10,1,1,0,인천,22.7,0,71,2
9.5,SK 와이번스,10,4,0,9,2,1,1,인천,22.7,0,71,6
9.5,NC 다이노스,7,1,0,8,1,1,0,대구,20.8,0,95,3
9.5,삼성 라이온즈,12,2,3,8,0,0,1,대구,20.8,0,95,9
9.5,두산 베어스,6,1,0,3,1,1,0,대전,21.8,0,84,4
9.5,한화 이글스,10,0,1,12,0,0,1,대전,21.8,0,84,6
9.5,키움 히어로즈,6,0,2,12,0,1,0,수원,22.4,0,73,1
9.5,kt wiz,8,2,0,7,0,0,1,수원,22.4,0,73,5
9.6,KIA 타이거즈,8,0,0,5,3,0,0,서울,20.4,0,80,0
9.6,LG 트윈스,15,1,0,5,1,0,1,서울,20.4,0,80,6
9.6,두산 베어스,19,3,1,7,1,0,1,대전,21.9,0,90,13
9.6,한화 이글스,11,2,1,9,1,1,0,대전,21.9,0,90,9
9.6,키움 히어로즈,9,1,0,10,2,1,0,수원,19.8,0,92,4
9.6,kt wiz,10,2,1,5,1,0,1,수원,19.8,0,92,5
9.7,한화 이글스,21,1,0,4,2,0,1,광주,25.1,0,75,11
9.7,KIA 타이거즈,11,0,1,2,2,1,0,광주,25.1,0,75,2
9.7,kt wiz,12,3,0,8,1,1,1,서울,26.1,0,64,7
9.7,두산 베어스,6,0,1,7,2,2,0,서울,26.1,0,64,3
9.7,SK 와이번스,4,2,0,12,0,2,0,창원,23.3,0,86,3
9.7,NC 다이노스,12,2,0,5,1,0,1,창원,23.3,0,86,4
9.7,삼성 라이온즈,10,3,0,5,3,2,1,부산,23.9,0,74,6
9.7,롯데 자이언츠,10,2,1,10,0,1,0,부산,23.9,0,74,5
9.8,한화 이글스,6,1,0,9,0,1,0,광주,26.5,0,57,5
9.8,KIA 타이거즈,11,2,0,2,0,2,1,광주,26.5,0,57,9
9.8,kt wiz,5,1,0,5,1,0,0,서울,27.5,0,49,2
9.8,두산 베어스,6,0,1,7,0,0,1,서울,27.5,0,49,3
9.8,LG 트윈스,16,0,0,8,1,1,1,서울,27.5,0,49,10
9.8,키움 히어로즈,12,1,0,13,0,1,0,서울,27.5,0,49,9
9.8,SK 와이번스,7,2,0,10,0,2,0,창원,26.3,0,69,2
9.8,NC 다이노스,10,1,3,5,2,0,1,창원,26.3,0,69,4
9.8,삼성 라이온즈,8,2,4,9,0,0,0,부산,25.5,0,60,5
9.8,롯데 자이언츠,13,1,0,8,1,0,1,부산,25.5,0,60,6
9.9,롯데 자이언츠,8,1,0,5,2,0,0,수원,25.4,0,72,2
9.9,kt wiz,9,1,2,13,0,0,1,수원,25.4,0,72,3
9.9,NC 다이노스,9,1,1,6,1,1,0,대전,25.2,0,73,3
9.9,한화 이글스,15,2,0,7,0,0,1,대전,25.2,0,73,6
9.9,두산 베어스,9,0,0,7,0,0,0,서울,27,0,48,3
9.9,LG 트윈스,9,2,1,5,0,1,1,서울,27,0,48,4
9.9,삼성 라이온즈,11,0,2,6,0,1,0,광주,28,0,58,5
9.9,KIA 타이거즈,10,0,0,7,0,0,1,광주,28,0,58,6
9.9,키움 히어로즈,5,1,0,8,1,0,0,인천,25.5,0,63,1
9.9,SK 와이번스,5,1,0,8,0,0,1,인천,25.5,0,63,2
9.1,롯데 자이언츠,15,1,4,6,1,0,1,수원,23.8,0,81,7
9.1,kt wiz,6,1,1,6,0,0,0,수원,23.8,0,81,5
9.1,NC 다이노스,14,3,0,1,1,1,1,대전,25,0,80,11
9.1,한화 이글스,9,1,0,4,0,1,0,대전,25,0,80,1
9.1,두산 베어스,8,0,1,6,0,1,1,서울,24.8,0,60,9
9.1,LG 트윈스,12,0,0,1,0,1,0,서울,24.8,0,60,6
9.1,삼성 라이온즈,17,3,0,6,0,2,1,광주,26.6,0,52,8
9.1,KIA 타이거즈,12,1,0,7,0,1,0,광주,26.6,0,52,17
9.1,키움 히어로즈,11,4,0,7,1,1,0,인천,23.9,0,74,6
9.1,SK 와이번스,19,3,0,6,0,1,1,인천,23.9,0,74,2
9.12,한화 이글스,10,2,0,8,2,1,1,대구,27.4,0,40,6
9.12,삼성 라이온즈,6,0,1,8,1,1,0,대구,27.4,0,40,2
9.12,KIA 타이거즈,10,2,0,5,0,0,1,인천,24.7,0,37,3
9.12,SK 와이번스,9,1,0,12,0,1,0,인천,24.7,0,37,2
9.12,kt wiz,12,0,1,12,0,1,1,서울,25.6,0,34,2
9.12,키움 히어로즈,3,0,0,7,0,0,0,서울,25.6,0,34,1
9.12,롯데 자이언츠,8,1,0,9,0,1,1,서울,25.6,0,34,14
9.12,LG 트윈스,6,0,0,11,0,0,0,서울,25.6,0,34,13
9.12,두산 베어스,16,5,0,7,0,0,1,창원,26.1,0,75,5
9.12,NC 다이노스,21,3,0,11,1,2,0,창원,26.1,0,75,13
9.13,한화 이글스,6,1,0,7,1,1,0,대구,26.3,0,33,10
9.13,삼성 라이온즈,18,2,0,9,0,0,1,대구,26.3,0,33,15
9.13,KIA 타이거즈,12,3,1,9,0,1,0,인천,23.6,0,55,0
9.13,SK 와이번스,18,4,0,10,1,1,1,인천,23.6,0,55,8
9.13,kt wiz,5,0,1,8,0,1,0,서울,25.3,0,37,1
9.13,키움 히어로즈,10,0,0,5,2,0,1,서울,25.3,0,37,3
9.13,롯데 자이언츠,6,0,0,8,1,0,0,서울,25.3,0,37,13
9.13,LG 트윈스,6,0,1,8,1,1,1,서울,25.3,0,37,3
9.13,두산 베어스,11,3,0,15,1,0,1,창원,24.3,0,54,11
9.13,NC 다이노스,12,1,0,4,1,0,0,창원,24.3,0,54,2
9.14,KIA 타이거즈,18,1,0,10,2,1,1,부산,22.9,0,59,11
9.14,롯데 자이언츠,6,1,0,4,0,1,0,부산,22.9,0,59,12
9.14,LG 트윈스,15,0,0,7,0,3,0,수원,24.9,0,53,8
9.14,kt wiz,15,0,1,8,1,3,1,수원,24.9,0,53,6
9.14,SK 와이번스,14,1,2,9,0,1,1,서울,27,0,37,11
9.14,두산 베어스,11,2,0,11,0,0,0,서울,27,0,37,11
9.14,키움 히어로즈,7,0,0,14,0,1,0,대전,25.3,0,54,2
9.14,한화 이글스,15,2,0,6,0,0,1,대전,25.3,0,54,10
9.15,KIA 타이거즈,6,2,1,10,0,0,0,부산,21.7,0,56,3
9.15,롯데 자이언츠,8,0,1,5,1,1,1,부산,21.7,0,56,4
9.15,LG 트윈스,10,0,2,5,0,1,0,수원,24.8,0,41,4
9.15,kt wiz,12,1,0,16,0,1,1,수원,24.8,0,41,5
9.15,SK 와이번스,11,1,0,8,1,0,1,서울,25.4,0,39,5
9.15,두산 베어스,3,0,0,6,1,1,0,서울,25.4,0,39,0
9.15,삼성 라이온즈,15,1,1,9,1,1,1,창원,22.3,0,54,11
9.15,NC 다이노스,8,1,0,6,0,0,0,창원,22.3,0,54,3
9.15,키움 히어로즈,9,1,1,10,1,2,0,대전,22.6,0,56,4
9.15,한화 이글스,8,1,0,7,0,1,1,대전,22.6,0,56,6
9.16,한화 이글스,7,0,0,8,1,0,1,서울,24.7,0,46,3
9.16,LG 트윈스,8,0,0,6,1,1,0,서울,24.7,0,46,1
9.16,kt wiz,9,0,0,6,2,0,0,광주,24.5,0,62,3
9.16,KIA 타이거즈,20,3,1,1,1,2,1,광주,24.5,0,62,17
9.16,두산 베어스,17,4,0,8,0,1,1,대구,22.5,0,61,9
9.16,삼성 라이온즈,10,1,0,5,1,0,0,대구,22.5,0,61,5
9.16,SK 와이번스,5,1,0,10,0,2,0,부산,22.6,0,68,1
9.16,롯데 자이언츠,11,1,1,2,1,2,1,부산,22.6,0,68,6
9.16,키움 히어로즈,14,2,0,13,0,0,0,창원,23.7,0,67,14
9.16,NC 다이노스,24,4,1,9,0,1,1,창원,23.7,0,67,15
9.17,한화 이글스,5,0,0,7,1,0,0,서울,26.1,0,45,1
9.17,LG 트윈스,12,1,0,4,1,1,1,서울,26.1,0,45,8
9.17,kt wiz,12,0,0,6,1,0,0,광주,26.3,0,62,3
9.17,KIA 타이거즈,10,1,0,4,1,0,1,광주,26.3,0,62,4
9.17,두산 베어스,20,6,0,12,1,4,1,대구,24.2,0,60,21
9.17,삼성 라이온즈,13,3,0,8,1,0,0,대구,24.2,0,60,8
9.17,SK 와이번스,12,0,0,13,1,1,0,부산,22.1,0,81,5
9.17,롯데 자이언츠,9,2,0,3,1,1,1,부산,22.1,0,81,9
9.17,키움 히어로즈,18,5,0,13,0,2,1,창원,24.5,0,73,14
9.17,NC 다이노스,8,3,0,7,0,1,0,창원,24.5,0,73,6
9.19,kt wiz,19,1,0,5,1,3,1,서울,24.8,0,77,15
9.19,LG 트윈스,7,2,1,8,0,2,0,서울,24.8,0,77,7
9.19,두산 베어스,12,3,0,11,1,0,1,부산,24.6,0,72,8
9.19,롯데 자이언츠,8,1,0,6,0,1,0,부산,24.6,0,72,3
9.19,SK 와이번스,13,0,0,9,1,0,1,광주,25.1,0,76,7
